0	1149
0	1217
0	1267
0	1582
0	572
0	89
0	1117
0	228
0	955
0	1629
0	1306
0	731
0	1283
0	247
0	618
0	265
0	1299
0	402
0	478
0	993
0	562
0	1574
0	1011
0	1961
0	1563
0	1656
0	1514
0	1764
0	772
0	1791
1	376
1	257
1	346
1	1755
1	729
1	349
1	260
1	1086
1	1561
1	1822
1	99
1	1379
1	948
1	1520
1	446
1	33
1	1908
1	70
1	441
1	1401
1	1548
1	671
1	643
1	1442
1	783
1	85
1	26
1	354
1	683
1	932
2	1255
2	408
2	783
2	275
2	1566
2	447
2	581
2	483
2	1340
2	734
2	541
2	1564
2	1146
2	115
2	92
2	1449
2	1377
2	1677
2	711
2	1883
2	294
2	1214
2	864
2	1994
2	851
2	1041
2	677
2	1488
2	330
2	1609
3	471
3	1121
3	635
3	839
3	1225
3	221
3	1843
3	821
3	646
3	1728
3	1931
3	1023
3	443
3	1908
3	1274
3	793
3	1474
3	1890
3	1154
3	1305
3	853
3	1952
3	1271
3	1166
3	1902
3	1870
3	1834
3	1971
3	475
3	1625
4	521
4	635
4	1277
4	800
4	1788
4	522
4	802
4	1522
4	1057
4	343
4	162
4	1256
4	1196
4	1111
4	248
4	905
4	393
4	88
4	1776
4	190
4	127
4	88
4	1902
4	40
4	447
4	977
4	334
4	1201
4	1902
4	630
5	1626
5	115
5	1733
5	1870
5	1454
5	385
5	1697
5	1372
5	463
5	534
5	1501
5	716
5	628
5	1876
5	271
5	393
5	1402
5	1898
5	301
5	1858
5	1881
5	1973
5	1749
5	625
5	966
5	1189
5	1980
5	1161
5	544
5	1734
6	57
6	457
6	1839
6	634
6	74
6	449
6	695
6	1275
6	263
6	508
6	445
6	1223
6	160
6	1733
6	1281
6	148
6	295
6	361
6	1053
6	715
6	824
6	1759
6	608
6	1375
6	516
6	303
6	1539
6	904
6	1788
6	948
7	1075
7	564
7	1224
7	1908
7	1625
7	616
7	849
7	1166
7	1218
7	704
7	1704
7	629
7	1427
7	54
7	422
7	301
7	1295
7	258
7	1179
7	1602
7	869
7	459
7	1975
7	707
7	390
7	1037
7	1183
7	417
7	58
7	1589
8	1149
8	366
8	1699
8	1894
8	1534
8	97
8	1618
8	1589
8	1358
8	8
8	350
8	389
8	18
8	1291
8	1556
8	1794
8	351
8	1696
8	1331
8	1866
8	54
8	666
8	1924
8	1340
8	1899
8	62
8	869
8	1649
8	834
8	28
9	1600
9	488
9	1356
9	1858
9	1498
9	249
9	1871
9	1469
9	116
9	740
9	1752
9	402
9	840
9	1472
9	717
9	1062
9	1707
9	399
9	1860
9	1488
9	581
9	1217
9	1495
9	424
9	49
9	581
9	561
9	1281
9	1364
9	1130
10	218
10	1520
10	1688
10	169
10	691
10	693
10	1788
10	1078
10	411
10	841
10	455
10	1730
10	1997
10	1217
10	1330
10	1904
10	282
10	1576
10	1750
10	1199
10	1152
10	1019
10	291
10	402
10	452
10	1777
10	645
10	114
10	1364
10	92
11	1959
11	208
11	282
11	1895
11	860
11	426
11	553
11	1357
11	1801
11	673
11	1693
11	947
11	415
11	171
11	749
11	1957
11	1597
11	1531
11	1343
11	1635
11	1644
11	1218
11	1128
11	1631
11	59
11	1637
11	650
11	16
11	29
11	704
12	1139
12	106
12	1483
12	1435
12	227
12	1645
12	1244
12	611
12	175
12	88
12	1959
12	581
12	864
12	1890
12	1458
12	1158
12	9
12	1420
12	1584
12	584
12	532
12	1222
12	807
12	104
12	866
12	1922
12	691
12	1605
12	1751
12	1609
13	1841
13	1117
13	1748
13	684
13	204
13	1514
13	1937
13	1531
13	1214
13	1192
13	1428
13	1455
13	41
13	510
13	898
13	778
13	1525
13	734
13	1383
13	317
13	991
13	612
13	529
13	16
13	154
13	1695
13	835
13	1238
13	1024
13	109
14	219
14	903
14	1872
14	1082
14	510
14	1374
14	1026
14	1111
14	1656
14	181
14	438
14	839
14	1341
14	21
14	33
14	1934
14	687
14	1295
14	86
14	207
14	1505
14	756
14	279
14	702
14	523
14	133
14	1507
14	497
14	1056
14	255
15	1306
15	440
15	509
15	470
15	68
15	677
15	1333
15	674
15	1905
15	1175
15	1181
15	1814
15	1836
15	598
15	46
15	1263
15	634
15	1244
15	1925
15	1412
15	145
15	1035
15	399
15	1202
15	68
15	795
15	569
15	764
15	106
15	926
16	495
16	367
16	410
16	562
16	227
16	761
16	589
16	758
16	375
16	900
16	21
16	849
16	1017
16	55
16	459
16	1716
16	1000
16	1097
16	1005
16	288
16	1028
16	1576
16	82
16	467
16	643
16	1196
16	1811
16	244
16	1965
16	776
17	55
17	1002
17	1770
17	106
17	1301
17	179
17	500
17	641
17	555
17	1328
17	939
17	1043
17	158
17	136
17	132
17	250
17	1146
17	1276
17	205
17	1628
17	1576
17	1792
17	1694
17	1562
17	1915
17	1656
17	218
17	457
17	1835
17	218
18	691
18	1738
18	1797
18	1986
18	1326
18	1252
18	897
18	600
18	901
18	1657
18	517
18	472
18	804
18	485
18	1559
18	1272
18	856
