30	40	30	0
30	40	30	1
30	40	30	2
30	40	30	3
30	40	30	4
30	40	30	5
30	40	30	6
30	40	30	7
30	40	30	8
30	40	30	9
30	40	30	10
30	40	30	11
30	40	30	12
30	40	30	13
30	40	30	14
30	40	30	15
30	40	30	16
30	40	30	17
30	40	30	18
30	40	30	19
30	40	30	20
30	40	30	21
30	40	30	22
30	40	30	23
30	40	30	24
30	40	30	25
30	40	30	26
30	40	30	27
30	40	30	28
30	40	30	29
30	40	30	30
30	40	30	31
30	40	30	32
30	40	30	33
30	40	30	34
30	40	30	35
30	40	30	36
30	40	30	37
30	40	30	38
30	40	30	39
30	40	30	40
30	40	30	41
30	40	30	42
30	40	30	43
30	40	30	44
30	40	30	45
30	40	30	46
30	40	30	47
30	40	30	48
30	40	30	49
30	40	30	50
30	40	30	51
30	40	30	52
30	40	30	53
30	40	30	54
30	40	30	55
30	40	30	56
30	40	30	57
30	40	30	58
30	40	30	59
30	40	30	60
30	40	30	61
30	40	30	62
30	40	30	63
30	40	30	64
30	40	30	65
30	40	30	66
30	40	30	67
30	40	30	68
30	40	30	69
30	40	30	70
30	40	30	71
30	40	30	72
30	40	30	73
30	40	30	74
30	40	30	75
30	40	30	76
30	40	30	77
30	40	30	78
30	40	30	79
30	40	30	80
30	40	30	81
30	40	30	82
30	40	30	83
30	40	30	84
30	40	30	85
30	40	30	86
30	40	30	87
30	40	30	88
30	40	30	89
30	40	30	90
30	40	30	91
30	40	30	92
30	40	30	93
30	40	30	94
30	40	30	95
30	40	30	96
30	40	30	97
30	40	30	98
30	40	30	99
30	40	30	100
30	40	30	101
30	40	30	102
30	40	30	103
30	40	30	104
30	40	30	105
30	40	30	106
30	40	30	107
30	40	30	108
30	40	30	109
30	40	30	110
30	40	30	111
30	40	30	112
30	40	30	113
30	40	30	114
30	40	30	115
30	40	30	116
30	40	30	117
30	40	30	118
30	40	30	119
30	40	30	120
30	40	30	121
30	40	30	122
30	40	30	123
30	40	30	124
30	40	30	125
30	40	30	126
30	40	30	127
30	40	30	128
30	40	30	129
30	40	30	130
30	40	30	131
30	40	30	132
30	40	30	133
30	40	30	134
30	40	30	135
30	40	30	136
30	40	30	137
30	40	30	138
30	40	30	139
30	40	30	140
30	40	30	141
30	40	30	142
30	40	30	143
30	40	30	144
30	40	30	145
30	40	30	146
30	40	30	147
30	40	30	148
30	40	30	149
30	40	30	150
30	40	30	151
30	40	30	152
30	40	30	153
30	40	30	154
30	40	30	155
30	40	30	156
30	40	30	157
30	40	30	158
30	40	30	159
30	40	30	160
30	40	30	161
30	40	30	162
30	40	30	163
30	40	30	164
30	40	30	165
30	40	30	166
30	40	30	167
30	40	30	168
30	40	30	169
30	40	30	170
30	40	30	171
30	40	30	172
30	40	30	173
30	40	30	174
30	40	30	175
30	40	30	176
30	40	30	177
30	40	30	178
30	40	30	179
30	40	30	180
30	40	30	181
30	40	30	182
30	40	30	183
30	40	30	184
30	40	30	185
30	40	30	186
30	40	30	187
30	40	30	188
30	40	30	189
30	40	30	190
30	40	30	191
30	40	30	192
30	40	30	193
30	40	30	194
30	40	30	195
30	40	30	196
30	40	30	197
30	40	30	198
30	40	30	199
30	40	30	200
30	40	30	201
30	40	30	202
30	40	30	203
30	40	30	204
30	40	30	205
30	40	30	206
30	40	30	207
30	40	30	208
30	40	30	209
30	40	30	210
30	40	30	211
30	40	30	212
30	40	30	213
30	40	30	214
30	40	30	215
30	40	30	216
30	40	30	217
30	40	30	218
30	40	30	219
30	40	30	220
30	40	30	221
30	40	30	222
30	40	30	223
30	40	30	224
30	40	30	225
30	40	30	226
30	40	30	227
30	40	30	228
30	40	30	229
30	40	30	230
30	40	30	231
30	40	30	232
30	40	30	233
30	40	30	234
30	40	30	235
30	40	30	236
30	40	30	237
30	40	30	238
30	40	30	239
30	40	30	240
30	40	30	241
30	40	30	242
30	40	30	243
30	40	30	244
30	40	30	245
30	40	30	246
30	40	30	247
30	40	30	248
30	40	30	249
30	40	30	250
30	40	30	251
30	40	30	252
30	40	30	253
30	40	30	254
30	40	30	255
30	40	30	256
30	40	30	257
30	40	30	258
30	40	30	259
30	40	30	260
30	40	30	261
30	40	30	262
30	40	30	263
30	40	30	264
30	40	30	265
30	40	30	266
30	40	30	267
30	40	30	268
30	40	30	269
30	40	30	270
30	40	30	271
30	40	30	272
30	40	30	273
30	40	30	274
30	40	30	275
30	40	30	276
30	40	30	277
30	40	30	278
30	40	30	279
30	40	30	280
30	40	30	281
30	40	30	282
30	40	30	283
30	40	30	284
30	40	30	285
30	40	30	286
30	40	30	287
30	40	30	288
30	40	30	289
30	40	30	290
30	40	30	291
30	40	30	292
30	40	30	293
30	40	30	294
30	40	30	295
30	40	30	296
30	40	30	297
30	40	30	298
30	40	30	299
30	40	30	300
30	40	30	301
30	40	30	302
30	40	30	303
30	40	30	304
30	40	30	305
30	40	30	306
30	40	30	307
30	40	30	308
30	40	30	309
30	40	30	310
30	40	30	311
30	40	30	312
30	40	30	313
30	40	30	314
30	40	30	315
30	40	30	316
30	40	30	317
30	40	30	318
30	40	30	319
30	40	30	320
30	40	30	321
30	40	30	322
30	40	30	323
30	40	30	324
30	40	30	325
30	40	30	326
30	40	30	327
30	40	30	328
30	40	30	329
30	40	30	330
30	40	30	331
30	40	30	332
30	40	30	333
30	40	30	334
30	40	30	335
30	40	30	336
30	40	30	337
30	40	30	338
30	40	30	339
30	40	30	340
30	40	30	341
30	40	30	342
30	40	30	343
30	40	30	344
30	40	30	345
30	40	30	346
30	40	30	347
30	40	30	348
30	40	30	349
30	40	30	350
30	40	30	351
30	40	30	352
30	40	30	353
30	40	30	354
30	40	30	355
30	40	30	356
30	40	30	357
30	40	30	358
30	40	30	359
30	40	30	360
30	40	30	361
30	40	30	362
30	40	30	363
30	40	30	364
30	40	30	365
30	40	30	366
30	40	30	367
30	40	30	368
30	40	30	369
30	40	30	370
30	40	30	371
30	40	30	372
30	40	30	373
30	40	30	374
30	40	30	375
30	40	30	376
30	40	30	377
30	40	30	378
30	40	30	379
30	40	30	380
30	40	30	381
30	40	30	382
30	40	30	383
30	40	30	384
30	40	30	385
30	40	30	386
30	40	30	387
30	40	30	388
30	40	30	389
30	40	30	390
30	40	30	391
30	40	30	392
30	40	30	393
30	40	30	394
30	40	30	395
30	40	30	396
30	40	30	397
30	40	30	398
30	40	30	399
30	40	30	400
30	40	30	401
30	40	30	402
30	40	30	403
30	40	30	404
30	40	30	405
30	40	30	406
30	40	30	407
30	40	30	408
30	40	30	409
30	40	30	410
30	40	30	411
30	40	30	412
30	40	30	413
30	40	30	414
30	40	30	415
30	40	30	416
30	40	30	417
30	40	30	418
30	40	30	419
30	40	30	420
30	40	30	421
30	40	30	422
30	40	30	423
30	40	30	424
30	40	30	425
30	40	30	426
30	40	30	427
30	40	30	428
30	40	30	429
30	40	30	430
30	40	30	431
30	40	30	432
30	40	30	433
30	40	30	434
30	40	30	435
30	40	30	436
30	40	30	437
30	40	30	438
30	40	30	439
30	40	30	440
30	40	30	441
30	40	30	442
30	40	30	443
30	40	30	444
30	40	30	445
30	40	30	446
30	40	30	447
30	40	30	448
30	40	30	449
30	40	30	450
30	40	30	451
30	40	30	452
30	40	30	453
30	40	30	454
30	40	30	455
30	40	30	456
30	40	30	457
30	40	30	458
30	40	30	459
30	40	30	460
30	40	30	461
30	40	30	462
30	40	30	463
30	40	30	464
30	40	30	465
30	40	30	466
30	40	30	467
30	40	30	468
30	40	30	469
30	40	30	470
30	40	30	471
30	40	30	472
30	40	30	473
30	40	30	474
30	40	30	475
30	40	30	476
30	40	30	477
30	40	30	478
30	40	30	479
30	40	30	480
30	40	30	481
30	40	30	482
30	40	30	483
30	40	30	484
30	40	30	485
30	40	30	486
30	40	30	487
30	40	30	488
30	40	30	489
30	40	30	490
30	40	30	491
30	40	30	492
30	40	30	493
30	40	30	494
30	40	30	495
30	40	30	496
30	40	30	497
30	40	30	498
30	40	30	499
30	40	30	500
30	40	30	501
30	40	30	502
30	40	30	503
30	40	30	504
30	40	30	505
30	40	30	506
30	40	30	507
30	40	30	508
30	40	30	509
30	40	30	510
30	40	30	511
30	40	30	512
30	40	30	513
30	40	30	514
30	40	30	515
30	40	30	516
30	40	30	517
30	40	30	518
30	40	30	519
30	40	30	520
30	40	30	521
30	40	30	522
30	40	30	523
30	40	30	524
30	40	30	525
30	40	30	526
30	40	30	527
30	40	30	528
30	40	30	529
30	40	30	530
30	40	30	531
30	40	30	532
30	40	30	533
30	40	30	534
30	40	30	535
30	40	30	536
30	40	30	537
30	40	30	538
30	40	30	539
30	40	30	540
30	40	30	541
30	40	30	542
30	40	30	543
30	40	30	544
30	40	30	545
30	40	30	546
30	40	30	547
30	40	30	548
30	40	30	549
30	40	30	550
30	40	30	551
30	40	30	552
30	40	30	553
30	40	30	554
30	40	30	555
30	40	30	556
30	40	30	557
30	40	30	558
30	40	30	559
30	40	30	560
30	40	30	561
